state,commodity_group,commodity,price_date,price,source_date,price_type
Madhya Pradesh,Cereals,Bajra(Pearl Millet/Cumbu),2026-03-09,1735.97,2026-03-11,Actual
Madhya Pradesh,Cereals,Bajra(Pearl Millet/Cumbu),2026-03-08,1800.0,2026-03-11,Actual
Madhya Pradesh,Cereals,Bajra(Pearl Millet/Cumbu),2026-03-07,1738.93,2026-03-11,Actual
Madhya Pradesh,Cereals,Barley(Jau),2026-03-09,1935.43,2026-03-11,Actual
Madhya Pradesh,Cereals,Barley(Jau),2026-03-08,1926.37,2026-03-11,Actual
Madhya Pradesh,Cereals,Barley(Jau),2026-03-07,1971.55,2026-03-11,Actual
Madhya Pradesh,Cereals,Maize,2026-03-09,1646.52,2026-03-11,Actual
Madhya Pradesh,Cereals,Maize,2026-03-08,1574.35,2026-03-11,Actual
Madhya Pradesh,Cereals,Maize,2026-03-07,1580.3,2026-03-11,Actual
Madhya Pradesh,Cereals,Paddy(Common),2026-03-09,3772.05,2026-03-11,Actual
Madhya Pradesh,Cereals,Paddy(Common),2026-03-08,3476.6,2026-03-11,Actual
Madhya Pradesh,Cereals,Paddy(Common),2026-03-07,3825.28,2026-03-11,Actual
Madhya Pradesh,Cereals,Wheat,2026-03-09,2273.91,2026-03-11,Actual
Madhya Pradesh,Cereals,Wheat,2026-03-08,2224.62,2026-03-11,Actual
Madhya Pradesh,Cereals,Wheat,2026-03-07,2277.48,2026-03-11,Actual
Madhya Pradesh,Fibre Crops,Cotton,2026-03-09,7516.88,2026-03-11,Actual
Madhya Pradesh,Fibre Crops,Cotton,2026-03-08,7824.78,2026-03-11,Actual
Madhya Pradesh,Fibre Crops,Cotton,2026-03-07,7418.58,2026-03-11,Actual
Madhya Pradesh,Oil Seeds,Groundnut,2026-03-09,6058.67,2026-03-11,Actual
Madhya Pradesh,Oil Seeds,Groundnut,2026-03-08,5745.79,2026-03-11,Actual
Madhya Pradesh,Oil Seeds,Groundnut,2026-03-07,5283.36,2026-03-11,Actual
Madhya Pradesh,Oil Seeds,Mustard,2026-03-09,6045.02,2026-03-11,Actual
Madhya Pradesh,Oil Seeds,Mustard,2026-03-08,6072.5,2026-03-11,Actual
Madhya Pradesh,Oil Seeds,Mustard,2026-03-07,5985.6,2026-03-11,Actual
Madhya Pradesh,Oil Seeds,Niger Seed(Ramtil),2026-03-09,9900.0,2026-03-11,Actual
Madhya Pradesh,Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",2026-03-09,7723.13,2026-03-11,Actual
Madhya Pradesh,Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",2026-03-08,7800.0,2026-03-11,Actual
Madhya Pradesh,Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",2026-03-07,8029.88,2026-03-11,Actual
Madhya Pradesh,Oil Seeds,Soyabean,2026-03-09,5353.99,2026-03-11,Actual
Madhya Pradesh,Oil Seeds,Soyabean,2026-03-08,4983.26,2026-03-11,Actual
Madhya Pradesh,Oil Seeds,Soyabean,2026-03-07,5309.01,2026-03-11,Actual
Madhya Pradesh,Pulses,Arhar(Tur/Red Gram)(Whole),2026-03-09,7603.8,2026-03-11,Actual
Madhya Pradesh,Pulses,Arhar(Tur/Red Gram)(Whole),2026-03-08,7827.64,2026-03-11,Actual
Madhya Pradesh,Pulses,Arhar(Tur/Red Gram)(Whole),2026-03-07,7756.69,2026-03-11,Actual
Madhya Pradesh,Pulses,Bengal Gram(Gram)(Whole),2026-03-09,5089.8,2026-03-11,Actual
Madhya Pradesh,Pulses,Bengal Gram(Gram)(Whole),2026-03-08,5193.15,2026-03-11,Actual
Madhya Pradesh,Pulses,Bengal Gram(Gram)(Whole),2026-03-07,5203.6,2026-03-11,Actual
Madhya Pradesh,Pulses,Black Gram(Urd Beans)(Whole),2026-03-09,7428.63,2026-03-11,Actual
Madhya Pradesh,Pulses,Black Gram(Urd Beans)(Whole),2026-03-08,7050.1,2026-03-11,Actual
Madhya Pradesh,Pulses,Black Gram(Urd Beans)(Whole),2026-03-07,8689.13,2026-03-11,Actual
Madhya Pradesh,Pulses,Green Gram(Moong)(Whole),2026-03-09,6879.75,2026-03-11,Actual
Madhya Pradesh,Pulses,Green Gram(Moong)(Whole),2026-03-07,6297.49,2026-03-11,Actual
Madhya Pradesh,Pulses,Lentil(Masur)(Whole),2026-03-09,6096.97,2026-03-11,Actual
Madhya Pradesh,Pulses,Lentil(Masur)(Whole),2026-03-07,6166.31,2026-03-11,Actual
Madhya Pradesh,Vegetables,Onion,2026-03-09,1005.21,2026-03-11,Actual
Madhya Pradesh,Vegetables,Onion,2026-03-08,1200.0,2026-03-11,Actual
Madhya Pradesh,Vegetables,Onion,2026-03-07,1157.11,2026-03-11,Actual
Madhya Pradesh,Vegetables,Potato,2026-03-09,523.64,2026-03-11,Actual
Madhya Pradesh,Vegetables,Potato,2026-03-07,408.21,2026-03-11,Actual
Madhya Pradesh,Vegetables,Tomato,2026-03-09,670.52,2026-03-11,Actual
Madhya Pradesh,Vegetables,Tomato,2026-03-08,896.23,2026-03-11,Actual
Madhya Pradesh,Vegetables,Tomato,2026-03-07,702.9,2026-03-11,Actual
