,,,,Marketwise Price & Arrival Report (11-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 11 Feb, 2026","Price on 10 Feb, 2026","Price on 09 Feb, 2026","Arrival on 11 Feb, 2026","Arrival on 10 Feb, 2026","Arrival on 09 Feb, 2026"
Cereals,Paddy(Common),2369.00,-,2100.00,-,-,2.00,-
Oil Seeds,Mustard,5950.00,-,6250.00,-,-,0.50,-
Pulses,Lentil(Masur)(Whole),6700.00,9382.83,9045.45,9325.40,99.00,110.00,126.00
Vegetables,Onion,-,2499.22,2644.78,2492.77,386.00,498.00,608.50
Vegetables,Potato,-,1175.28,1158.12,1253.91,542.00,754.00,653.00
Vegetables,Tomato,-,2281.84,2639.98,2647.51,103.50,96.30,68.40

