,,,,Marketwise Price & Arrival Report (24-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 24 Feb, 2026","Price on 23 Feb, 2026","Price on 22 Feb, 2026","Arrival on 24 Feb, 2026","Arrival on 23 Feb, 2026","Arrival on 22 Feb, 2026"
Cereals,Maize,2400.00,1600.00,-,-,1.00,-,-
Cereals,Paddy(Common),2369.00,2100.00,-,-,1.20,-,-
Oil Seeds,Mustard,5950.00,6200.00,-,-,1.50,-,-
Pulses,Lentil(Masur)(Whole),6700.00,9050.00,9025.00,-,150.00,140.00,-
Vegetables,Onion,-,2103.86,2128.83,2305.41,162.00,163.00,148.00
Vegetables,Potato,-,1252.43,1258.90,1430.50,206.00,236.00,141.00
Vegetables,Tomato,-,2358.32,2290.64,2000.00,51.10,81.20,32.00

