state,commodity_group,commodity,price_date,price,source_date
Karnataka,Cereals,Jowar(Sorghum),2026-01-27,3826.0,2026-01-30
Karnataka,Cereals,Maize,2026-01-27,1810.0,2026-01-30
Karnataka,Cereals,Paddy(Common),2026-01-28,2528.46,2026-01-30
Karnataka,Cereals,Paddy(Common),2026-01-27,2422.61,2026-01-30
Karnataka,Cereals,Paddy(Common),2026-01-26,2600.0,2026-01-30
Karnataka,Fibre Crops,Cotton,2026-01-28,7900.0,2026-01-30
Karnataka,Fibre Crops,Cotton,2026-01-27,7900.0,2026-01-30
Karnataka,Oil Seeds,Groundnut,2026-01-28,9835.0,2026-01-30
Karnataka,Oil Seeds,Groundnut,2026-01-27,9865.0,2026-01-30
Karnataka,Pulses,Arhar(Tur/Red Gram)(Whole),2026-01-28,8409.0,2026-01-30
Karnataka,Pulses,Arhar(Tur/Red Gram)(Whole),2026-01-27,8289.26,2026-01-30
Karnataka,Pulses,Bengal Gram(Gram)(Whole),2026-01-28,5676.0,2026-01-30
Karnataka,Pulses,Bengal Gram(Gram)(Whole),2026-01-27,5689.0,2026-01-30
