,,,,Marketwise Price & Arrival Report (06-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 06 Feb, 2026","Price on 05 Feb, 2026","Price on 04 Feb, 2026","Arrival on 06 Feb, 2026","Arrival on 05 Feb, 2026","Arrival on 04 Feb, 2026"
Cereals,Maize,2400.00,-,2145.00,2145.00,-,86.05,108.75
Cereals,Wheat,2425.00,-,2520.00,-,-,4.50,-
Fibre Crops,Cotton,7710.00,7594.42,7574.70,7568.75,235.40,362.00,400.50
Oil Seeds,Mustard,5950.00,-,6384.00,-,-,3.00,-
Vegetables,Onion,-,1559.56,1342.35,1608.21,438.10,340.20,681.91
Vegetables,Potato,-,418.42,409.27,402.70,744.87,904.98,1001.67
Vegetables,Tomato,-,1154.50,1202.66,1324.13,119.26,112.10,122.11

