,,,,Marketwise Price & Arrival Report (04-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 04 Feb, 2026","Price on 03 Feb, 2026","Price on 02 Feb, 2026","Arrival on 04 Feb, 2026","Arrival on 03 Feb, 2026","Arrival on 02 Feb, 2026"
Fibre Crops,Cotton,7710.00,8069.00,8059.00,8099.00,971.00,968.00,1385.00
Oil Seeds,Groundnut,7263.00,7395.57,7885.50,7440.25,681.60,560.00,968.00
Oil Seeds,Sunflower Seed,6760.00,6331.00,-,-,15.00,-,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,-,5561.00,-,-,22.00,-
Pulses,Black Gram(Urd Beans)(Whole),7800.00,8569.00,8000.00,-,5.10,2.50,-
Vegetables,Onion,-,1285.00,-,-,38.60,-,-
Vegetables,Potato,-,-,2000.00,2000.00,-,1.38,1.24
Vegetables,Tomato,-,1177.65,1284.10,1200.00,280.83,272.98,154.98

