state,commodity_group,commodity,price_date,price,source_date,price_type
Haryana,Cereals,Bajra(Pearl Millet/Cumbu),2026-03-28,1905.0,2026-03-30,Actual
Haryana,Cereals,Bajra(Pearl Millet/Cumbu),2026-03-27,1900.0,2026-03-30,Actual
Haryana,Cereals,Bajra(Pearl Millet/Cumbu),2026-03-26,1910.0,2026-03-30,Actual
Haryana,Cereals,Barley(Jau),2026-03-28,2065.83,2026-03-30,Actual
Haryana,Cereals,Barley(Jau),2026-03-27,1950.89,2026-03-30,Actual
Haryana,Cereals,Barley(Jau),2026-03-26,1888.94,2026-03-30,Actual
Haryana,Fibre Crops,Cotton,2026-03-28,7673.74,2026-03-30,Actual
Haryana,Fibre Crops,Cotton,2026-03-27,7574.95,2026-03-30,Actual
Haryana,Fibre Crops,Cotton,2026-03-26,7592.1,2026-03-30,Actual
Haryana,Oil Seeds,Mustard,2026-03-28,6346.14,2026-03-30,Actual
Haryana,Oil Seeds,Mustard,2026-03-27,6279.93,2026-03-30,Actual
Haryana,Oil Seeds,Mustard,2026-03-26,6263.59,2026-03-30,Actual
Haryana,Vegetables,Onion,2026-03-28,1031.89,2026-03-30,Actual
Haryana,Vegetables,Onion,2026-03-27,1259.0,2026-03-30,Actual
Haryana,Vegetables,Onion,2026-03-26,1237.3,2026-03-30,Actual
Haryana,Vegetables,Potato,2026-03-28,438.86,2026-03-30,Actual
Haryana,Vegetables,Potato,2026-03-27,492.19,2026-03-30,Actual
Haryana,Vegetables,Potato,2026-03-26,457.45,2026-03-30,Actual
Haryana,Vegetables,Tomato,2026-03-28,944.08,2026-03-30,Actual
Haryana,Vegetables,Tomato,2026-03-27,1369.3,2026-03-30,Actual
Haryana,Vegetables,Tomato,2026-03-26,1175.43,2026-03-30,Actual
