,,,,Marketwise Price & Arrival Report (28-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 28 Mar, 2026","Price on 27 Mar, 2026","Price on 26 Mar, 2026","Arrival on 28 Mar, 2026","Arrival on 27 Mar, 2026","Arrival on 26 Mar, 2026"
Oil Seeds,Copra,12100.00,15952.99,15573.44,15450.00,19.25,15.25,16.00
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,12200.00,12733.33,12766.67,1.00,3.00,3.00
Pulses,Bengal Gram(Gram)(Whole),5875.00,7950.00,7950.00,8600.00,2.00,2.00,1.00
Pulses,Black Gram(Urd Beans)(Whole),7800.00,11566.67,11940.00,13050.00,3.00,5.00,4.00
Pulses,Green Gram(Moong)(Whole),8768.00,11833.33,11833.33,13350.00,3.00,3.00,2.00
Vegetables,Onion,-,2507.07,2764.71,2563.54,409.78,384.05,280.05
Vegetables,Potato,-,3109.65,3077.18,2688.56,208.12,217.35,115.67
Vegetables,Tomato,-,2604.01,2655.56,2209.36,313.44,308.83,219.69

